,entrez_id,AveExpr,logFC,lfcSE,stat,P.Value,adj.P.Val,GeneLength,MGI.symbol,Human.EntrezID,HGNC.symbol
102,12480,939.516592647381,-5.04252643697,0.211625749421464,-23.8275656471631,1.73031965866143e-125,3.24774214363462e-123,1245,Cd1d2,912,CD1D
103,12478,9288.58724433704,-6.26176164681964,0.26360257586549,-23.7545540906052,9.85901827085328e-125,1.83253305626686e-122,2436,Cd19,930,CD19
104,627111,2108.89858578053,7.39928083522927,0.312643199319039,23.6668536253003,7.91632432169674e-124,1.45728874172004e-121,2583,Vmn2r92,NA,NA
105,26432,1266.66628015756,5.30246016109087,0.224300672990341,23.6399654552941,1.49701261199956e-123,2.7295529958792e-121,3712,Plod2,5352,PLOD2
106,100504171,1465.22798371793,8.28984912646482,0.350948705643257,23.6212557367045,2.33119859007815e-123,4.21045254783455e-121,1749,NA,NA,NA
107,14007,1759.3397517527,-7.12898828375123,0.301882391740089,-23.6151179360241,2.69555798486331e-123,4.82303342244936e-121,9522,Celf2,10659,CELF2
108,232023,727.875657325242,-5.22847844218091,0.221420855716595,-23.6133060964819,2.81360574600127e-123,4.98763722288837e-121,2886,Vopp1,81552,VOPP1
109,74229,890.643131562161,7.03780907218779,0.298451438435189,23.5810861193625,6.02627164173236e-123,1.05846762000886e-120,4420,Paqr8,85315,PAQR8
110,100502945,1177.69348835795,-5.0682487852461,0.215776114239376,-23.4884607275091,5.35153073262834e-122,9.31409598874269e-120,2306,Gm19466,NA,NA
111,74685,834.281481865466,-6.34833802050405,0.270447916664974,-23.4734217914803,7.6228413702008e-122,1.31476845074319e-119,2231,Lrrc74b,400891,LRRC74B
112,19668,1806.41495123063,-4.68428495591999,0.199614637808798,-23.4666405597312,8.94051144218527e-122,1.52826867464854e-119,2456,Rbpjl,11317,RBPJL
113,20753,2054.84193614922,7.1325093193804,0.304054479025278,23.4579978635586,1.09543597851393e-121,1.8559399830663e-119,790,Sprr1a,NA,NA
114,629059,2743.24073544999,-6.74947136459483,0.287763071754515,-23.4549600942287,1.17649167187898e-121,1.97578360158975e-119,3557,Fam124a,220108,FAM124A
115,67299,2812.12681105677,-5.41911991181943,0.231181306190596,-23.4409952998174,1.63325745022899e-121,2.71901859866383e-119,7043,Dock7,85440,DOCK7
116,108160,1830.54542290827,6.41020528607703,0.27355933369871,23.4325957714791,1.98931743422241e-121,3.28323123087828e-119,1383,Fam50a,9130,FAM50A
117,100043274,2131.39119958706,-5.65766717670078,0.241574180117365,-23.4199994964366,2.67356136011511e-121,4.37481472131655e-119,340,NA,NA,NA
118,74667,4705.40685777925,5.89158428116656,0.2518120630359,23.3967515699461,4.61170286332355e-121,7.48229248460419e-119,1548,4930434J06Rik,NA,NA
119,104479,3347.17541648955,-4.50271653013927,0.192702921360624,-23.366104148016,9.45443237387064e-121,1.52105132603154e-118,3402,Ccdc117,150275,CCDC117
120,240476,6882.94740052113,6.29731145217051,0.269793712864782,23.3412090493252,1.692746384127e-120,2.70063579367595e-118,7909,Zfp407,55628,ZNF407
121,17760,24898.405812091,-6.89539642368655,0.296239130929949,-23.2764537285828,7.679014011773e-120,1.2149977128545e-117,6115,Map6,4135,MAP6
122,56551,2678.80362132325,-5.39413213445698,0.232101890162361,-23.2403628022316,1.7804561830772e-119,2.7940027561486e-117,1282,Txn2,25828,TXN2
123,140919,2577.73867319856,-3.7502955657973,0.161797593030269,-23.1789329838528,7.42810716103e-119,1.15618789917008e-116,4320,Slc17a6,57084,SLC17A6
124,14682,1451.61060335382,8.25331425423961,0.356630086348021,23.1425069565935,1.72962727023261e-118,2.67046081359704e-116,5634,Gnaq,NA,NA
125,218695,2980.62871724915,-3.8778282956854,0.167660661634789,-23.1290289437863,2.36389460772238e-118,3.6205409811876e-116,1124,NA,NA,NA
126,258389,13980.6278967892,5.1740656473014,0.223803998461588,23.1187364071578,3.00043530708129e-118,4.55899475825963e-116,942,Olfr1278,NA,NA
