,entrez_id,AveExpr,logFC,lfcSE,stat,P.Value,adj.P.Val,GeneLength,MGI.symbol,Human.EntrezID,HGNC.symbol
135,226922,26679.9690507896,7.00819991568405,0.345035724479658,20.3115197020627,1.01708248612141e-91,1.44297635975433e-89,6980,Kcnq5,56479,KCNQ5
136,432536,1754.63296276623,-4.24871243209525,0.2092132184171,-20.3080496741117,1.09153370718762e-91,1.5372165510121e-89,1077,Pom121l12,285877,POM121L12
137,19217,489.616002968102,-7.27900731451311,0.35847670585199,-20.3053844104406,1.1523889720415e-91,1.61107342930737e-89,3768,Ptger2,5732,PTGER2
138,68953,344.353546825138,-5.76255447393102,0.284941231379174,-20.223659615841,6.06154399776662e-91,8.41280812965392e-89,927,Chmp2a,27243,CHMP2A
139,59052,1153.86183488789,4.48187881071947,0.222442179996608,20.1485114504264,2.77328205775427e-90,3.82134325555162e-88,1823,Mettl9,51108,METTL9
140,394432,821.064271178984,-7.15218614083325,0.355290123020945,-20.1305515616926,3.98534008995079e-90,5.45222991020196e-88,3294,Ugt1a7c,54578,UGT1A6
141,140579,3516.91984551541,5.2316945340836,0.260193704652423,20.1069220374578,6.41852024954963e-90,8.71871761273929e-88,5871,Elmo2,63916,ELMO2
142,22066,21739.9997100157,3.61257763268039,0.179907375557212,20.080208615636,1.09932168570452e-89,1.48276818635906e-87,4992,Trpc4,7223,TRPC4
143,74048,765.079092683328,6.13190355134568,0.306029296675636,20.0369821384943,2.62190246074647e-89,3.5116991489984e-87,4846,Vsir,64115,VSIR
144,64177,535.715201481924,-6.67018170268596,0.333905440771358,-19.9762594082837,8.86203989352172e-89,1.17871284778209e-86,2928,Trpv6,55503,TRPV6
145,68730,70674.4247304791,-5.06786702383997,0.253802171458605,-19.9677843365754,1.05009269860258e-88,1.38706382457484e-86,1909,Dus1l,64118,DUS1L
146,406220,2329.24987452888,-5.26260404356782,0.263831399415018,-19.9468450504238,1.59650101346572e-88,2.09226011992567e-86,1719,Krt77,374454,KRT77
147,107976,4257.93854880858,3.55464720793922,0.178208586591972,19.9465540685645,1.60581756189147e-88,2.09226011992567e-86,1460,Babam2,9577,BABAM2
148,631002,2564.9891722438,-5.22818921181607,0.26250561750357,-19.9164850700575,2.92839636648925e-88,3.78970105455193e-86,518,NA,NA,NA
149,76947,392.252187066534,-5.02200931649467,0.252854676360738,-19.8612475306961,8.80949781431093e-88,1.13240477609059e-85,1082,Ndufaf6,137682,NDUFAF6
150,777675,1738.52554920327,5.24609627915769,0.264153191736159,19.8600525879603,9.02160847306488e-88,1.15193911389741e-85,17,NA,NA,NA
151,229541,1356.07584669028,-4.77269961660741,0.240606116755872,-19.8361524676032,1.4515148015606e-87,1.84111675458875e-85,5399,Dennd4b,9909,DENND4B
152,387352,1912.6817444216,-5.06493233091667,0.255385917640959,-19.8324652263612,1.56193674166846e-87,1.96814305349842e-85,936,NA,NA,NA
153,100316756,923.257784360222,7.19885997372929,0.36488873775191,19.7289179657385,1.21748376541247e-86,1.52408278163039e-84,98,Mir1955,NA,NA
154,433637,18488.185627259,5.01986761008827,0.254874754365287,19.6954289277854,2.35989761354184e-86,2.93500772676408e-84,459,Gm5547,NA,NA
155,12813,2740.00508348784,-3.745994522786,0.190420734628812,-19.6721986714739,3.7324036249479e-86,4.61204687926627e-84,3130,Col10a1,NA,NA
156,73218,7061.38028414932,-5.7508595075654,0.292611937157088,-19.6535369111687,5.3921295218646e-86,6.62022158540209e-84,2869,Sppl2b,56928,SPPL2B
157,14455,4516.64849192084,-4.89820712493406,0.24985322161791,-19.6043384720677,1.41986525681796e-85,1.73214517604041e-83,2554,Gas5,NA,NA
158,100271841,2629.79815544258,-3.59464187940106,0.183468259106149,-19.5927180914782,1.78406453601286e-85,2.16267013026926e-83,2270,Uckl1os,NA,NA
159,20310,2008.99136858456,5.48829151637697,0.280129133393416,19.5920054793771,1.80921336772964e-85,2.17936249258653e-83,1083,Cxcl2,NA,NA
160,232785,656.487809702696,-3.85893084915719,0.197222637744179,-19.5663687155562,2.9925976441846e-85,3.58232641744173e-83,4415,,NA,NA
161,258628,1116.40279866227,-4.75003060176124,0.242776691722265,-19.5654309648277,3.04815779046855e-85,3.62617181123256e-83,942,Olfr1489,NA,NA
162,66743,5961.98192000208,-4.92530593538566,0.253488478668839,-19.4300978145052,4.29542769781586e-84,5.07841522816464e-82,2891,Rnf220,55182,RNF220
163,118449,13195.7138674053,3.34638389308177,0.172463731838001,19.4034064867917,7.22232904241764e-84,8.48645816867639e-82,7116,Synpo2,171024,SYNPO2
164,329984,592.507893741078,-4.93394869937891,0.254360936459499,-19.3974309422489,8.11254756215765e-84,9.47436728402472e-82,1684,NA,NA,NA
165,56305,1302.06810823976,5.91054026088683,0.304751684937649,19.3946106059959,8.56993279276369e-84,9.94787410786685e-82,2761,Pitpnb,23760,PITPNB
166,58229,9345.24360763014,-3.93890011102146,0.203127554589747,-19.3912643657665,9.14607624647037e-84,1.05526986957016e-81,2754,Efcc1,79825,EFCC1
167,619842,15998.8600300639,3.02578388715235,0.156090762691465,19.3847722631302,1.03763280164017e-83,1.19004676944995e-81,1690,Gm12633,NA,NA
168,229096,973.779114927457,-4.91111460920242,0.253935822184385,-19.3399834925078,2.47554376671506e-83,2.8222672478508e-81,5313,Ythdf3,253943,YTHDF3
169,11548,4142.508126234,-3.46809235890143,0.179390477596147,-19.3326446608218,2.85406291331542e-83,3.23454834193671e-81,3047,Adra1b,147,ADRA1B
170,13380,3868.07195359109,-4.36524969800603,0.225955933625161,-19.3190310516367,3.71559441415301e-83,4.18616351848663e-81,2245,Dkk1,22943,DKK1
171,74667,4209.14220918224,5.26303734277497,0.272435961818509,19.3184383869304,3.75849539876886e-83,4.20973464167369e-81,1548,4930434J06Rik,NA,NA
172,140904,7303.72162004324,-3.98869180402194,0.206590130117901,-19.3072718514946,4.66576370647096e-83,5.19554489942084e-81,2936,Caln1,83698,CALN1
173,791411,1813.44856344815,6.80645240431361,0.352940193161118,19.2850022077436,7.17869498322859e-83,7.9476037580218e-81,952,Gm13199,NA,NA
174,381286,7067.2297288989,-3.48272775658018,0.181180301499367,-19.222441555504,2.40197158886161e-82,2.6439633242222e-80,1659,NA,NA,NA
175,192285,4332.3249373117,-5.77665669578908,0.30069836205034,-19.2108020023801,3.00586461178944e-82,3.28978999483446e-80,6912,Phf21a,51317,PHF21A
176,723839,3430.88306259788,-3.62320972536003,0.188756917392691,-19.1951096437026,4.06623590636552e-82,4.42503501787606e-80,86,Mir323,442897,MIR323A
177,241634,670.043807879964,6.38219659355665,0.332893834382536,19.1718678280558,6.3584325845906e-82,6.880398830094e-80,1026,Spdye4c,NA,NA
