,entrez_id,AveExpr,logFC,lfcSE,stat,P.Value,adj.P.Val,GeneLength,MGI.symbol,Human.EntrezID,HGNC.symbol
1,16433,3958.18144650687,1.39859617288265,0.115569369306747,12.1017894384321,1.03333793731723e-33,1.45667414250557e-29,2256,Cuzd1,50624,CUZD1
2,751553,772.459004862591,3.23208507044357,0.268393158530476,12.0423526744873,2.12798869408295e-33,1.45667414250557e-29,89,Mir693,NA,NA
3,258460,290.906019249434,-3.25029004101843,0.270231577185793,-12.0277951039887,2.53849690822928e-33,1.45667414250557e-29,936,Olfr1391,NA,NA
4,193385,832.321032949141,1.78587418468619,0.155752454235417,11.4661062225503,1.95248586665663e-30,8.40301104862347e-27,6968,Ripor2,9750,RIPOR2
5,723962,11423.2945139604,-2.8340512195716,0.247751601054971,-11.4390833702132,2.6668820092359e-30,9.1820747577992e-27,84,Mir26a-2,407016,MIR26A2
6,12469,1280.43744367983,2.08753855770581,0.184051633699306,11.3421354418202,8.11399898346681e-30,2.20879251727995e-26,2391,Cct8,10694,CCT8
7,225348,1391.00030271982,2.44404111199383,0.215652366883269,11.3332450151905,8.98143922216652e-30,2.20879251727995e-26,3551,Wdr36,134430,WDR36
8,100526549,558.938801050492,1.95166870364131,0.175130480021866,11.1440835621397,7.65280501382082e-29,1.64678797891157e-25,89,Mir3085,NA,NA
9,192169,2913.12724244344,2.66423795795985,0.239799517521321,11.1102723871117,1.11817905758884e-28,2.13882805293243e-25,1531,Ufsp2,55325,UFSP2
10,100504407,161.906677115712,4.75308916715897,0.432367103605498,10.993179470693,4.12146480253046e-28,7.09510165755618e-25,1171,NA,NA,NA
11,76719,300.516349306756,3.90798107528374,0.3621077400767,10.7923157744597,3.74238538426811e-27,5.85683312637959e-24,5510,Kansl1,284058,KANSL1
12,105988,1120.43212463502,-2.01688496395039,0.188141070059124,-10.72006746489,8.19435422794435e-27,1.17554840028385e-23,6630,Espl1,9700,ESPL1
13,67967,164.224276165103,-3.01864908985376,0.281841489302261,-10.7104496833552,9.0919100070614e-27,1.20397869824278e-23,3002,Pold3,NA,NA
14,21909,6414.31857813067,1.51523930983158,0.141846163251019,10.6822720833846,1.23218356731808e-26,1.51514572224149e-23,1434,Tlx2,3196,TLX2
15,442846,4390.86710571949,-3.24207953982265,0.306994548771935,-10.560707194287,4.53234246887021e-26,5.20161837344004e-23,1808,Lncbate10,NA,NA
16,78246,1058.10358475533,1.87719540152468,0.178789285433908,10.4994848934536,8.68527645267484e-26,9.34481463329983e-23,2014,Phf23,79142,PHF23
17,14776,389.962222082605,4.06132163880742,0.389232195928234,10.4341873084832,1.73088490340631e-25,1.75277550659645e-22,1067,Gpx2,2877,GPX2
18,231125,3977.05722343283,-2.27549827289138,0.219842208521601,-10.3505977682525,4.15881005094985e-25,3.97743972372787e-22,3980,Zfyve28,57732,ZFYVE28
19,75630,118.158902666828,-3.30165685134863,0.320843166837248,-10.2905630931621,7.77205227276011e-25,7.04188841450344e-22,610,1700020G17Rik,NA,NA
20,66885,13131.4564540192,2.31478862130806,0.226245851624311,10.2312975229789,1.43582567813467e-24,1.23588695245442e-21,3348,Acadsb,36,ACADSB
21,258305,652.452736638647,-3.22189049859773,0.316206944664799,-10.1891832325604,2.21618274175794e-24,1.81674218568395e-21,963,Olfr1356,26658,OR7C2
22,20442,676.090501398912,-1.76024404256603,0.17417703973595,-10.1060624594065,5.19295972710669e-24,4.06349098646099e-21,5784,St3gal1,6482,ST3GAL1
23,77128,449.674664739709,1.8726410408463,0.188481967189803,9.93538569639681,2.92043542926587e-23,2.18588243107878e-20,7455,Crebrf,153222,CREBRF
24,100503083,1458.42361586019,4.26576050314277,0.430297113387495,9.91352340144872,3.6359278523103e-23,2.52683980203976e-20,626,NA,NA,NA
25,234199,1590.76182102189,-2.31369107179644,0.233408996304187,-9.91260452009811,3.66953209706616e-23,2.52683980203976e-20,1120,Fgl1,2267,FGL1
26,18183,53286.0503406598,-2.9986470682543,0.302747080342148,-9.90479268987629,3.9679211362828e-23,2.6272216292734e-20,4036,Nrg3,10718,NRG3
27,94222,278.884676077136,2.55413296426092,0.258739876194753,9.87143150033211,5.53687155397576e-23,3.53026828895158e-20,2066,Olig3,167826,OLIG3
28,68188,1076.4617141595,-2.78135838631004,0.283555129688718,-9.80888051421737,1.03106035526195e-22,6.33918000565516e-20,4121,Sympk,8189,SYMPK
29,239099,2050.16294079683,-1.71419554629917,0.175026793362224,-9.79390362680976,1.19587705571973e-22,7.0989736255914e-20,5827,Homez,57594,HOMEZ
30,75269,2193.72855321074,1.44522318729959,0.149512045704975,9.66626588837783,4.19402275617889e-22,2.40667005825399e-19,737,4930564D02Rik,NA,NA
31,19668,1680.06944114695,-1.75510014273056,0.181829929408287,-9.65242712485251,4.80058251876183e-22,2.66587187291887e-19,2456,Rbpjl,11317,RBPJL
32,78508,502.220219849631,2.85566914599287,0.296131907471419,9.64323355215777,5.25073863807602e-22,2.82473330170246e-19,415,Frmpd1os,NA,NA
33,18642,661.227426963111,1.63728750658752,0.16994390423659,9.63428205290699,5.7291077164282e-22,2.98868452540338e-19,3051,Pfkm,5213,PFKM
34,19280,264.374657030573,2.05450878067905,0.214146007042,9.59396259149536,8.47655078029944e-22,4.29187710831926e-19,6977,Ptprs,5802,PTPRS
35,56433,200.576361499078,2.4608316228831,0.257221799264384,9.56696372516136,1.10091316234972e-21,5.41492002567154e-19,975,Vps29,51699,VPS29
